subtype,species_latin_name,species_common_name,species_description,SD_prompt
Picramniales,Picramnia parvifolia,Picramnia parvifolia," Medium-sized tree with small leaves and clusters of small, red fruits.","A photograph of a Picramnia parvifolia (Picramnia parvifolia): Medium-sized tree with small leaves and clusters of small, red fruits."
Picramniales,Picramnia sphaerocarpa,Picramnia sphaerocarpa," Shrub with light green leaves and small, yellow fruits.","A photograph of a Picramnia sphaerocarpa (Picramnia sphaerocarpa): Shrub with light green leaves and small, yellow fruits."
Picramniales,Picramnia microphylla,Picramnia microphylla," Small tree with tiny leaves and small, red fruits.","A photograph of a Picramnia microphylla (Picramnia microphylla): Small tree with tiny leaves and small, red fruits."
Picramniales,Picramnia polyantha,Picramnia polyantha," Medium-sized tree with dark green leaves and clusters of small, yellow fruits.","A photograph of a Picramnia polyantha (Picramnia polyantha): Medium-sized tree with dark green leaves and clusters of small, yellow fruits."
Picramniales,Picramnia reticulata,Picramnia reticulata," Shrub with glossy, dark green leaves and small, red fruits.","A photograph of a Picramnia reticulata (Picramnia reticulata): Shrub with glossy, dark green leaves and small, red fruits."
Picramniales,Picramnia tumbesina,Picramnia tumbesina," Small tree with compound leaves and small, yellow fruits.","A photograph of a Picramnia tumbesina (Picramnia tumbesina): Small tree with compound leaves and small, yellow fruits."
Picramniales,Picramnia elliptica,Picramnia elliptica," Medium-sized tree with elliptical leaves and clusters of small, red fruits.","A photograph of a Picramnia elliptica (Picramnia elliptica): Medium-sized tree with elliptical leaves and clusters of small, red fruits."
Picramniales,Picramnia macrocarpa,Picramnia macrocarpa," Shrub with light green leaves and large, yellow fruits.","A photograph of a Picramnia macrocarpa (Picramnia macrocarpa): Shrub with light green leaves and large, yellow fruits."
Picramniales,Picramnia obovata,Picramnia obovata," Small tree with obovate leaves and small, red fruits.","A photograph of a Picramnia obovata (Picramnia obovata): Small tree with obovate leaves and small, red fruits."
Picramniales,Picramnia paniculata,Picramnia paniculata," Medium-sized tree with paniculate inflorescence and clusters of small, yellow fruits.","A photograph of a Picramnia paniculata (Picramnia paniculata): Medium-sized tree with paniculate inflorescence and clusters of small, yellow fruits."
Piperales,Symplocarpus foetidus,Eastern Skunk Cabbage," This plant has large, bright green leaves and a distinctive, dark purple spathe and spadix.","A photograph of a Eastern Skunk Cabbage (Symplocarpus foetidus): This plant has large, bright green leaves and a distinctive, dark purple spathe and spadix."
Piperales,Acorus calamus,Sweet Flag," It has bright green, sword-like leaves and a spadix covered in tiny yellow flowers.","A photograph of a Sweet Flag (Acorus calamus): It has bright green, sword-like leaves and a spadix covered in tiny yellow flowers."
Piperales,Arisaema triphyllum,Jack-in-the-Pulpit," This species has a green or purple spathe that wraps around a spadix, with three large leaves.","A photograph of a Jack-in-the-Pulpit (Arisaema triphyllum): This species has a green or purple spathe that wraps around a spadix, with three large leaves."
Piperales,Arisaema dracontium,Green Dragon," It has a single, long leaf divided into many leaflets and a green spathe and spadix.","A photograph of a Green Dragon (Arisaema dracontium): It has a single, long leaf divided into many leaflets and a green spathe and spadix."
Piperales,Asarum canadense,Wild Ginger," This plant has heart-shaped leaves and a hidden, bell-shaped flower at the base.","A photograph of a Wild Ginger (Asarum canadense): This plant has heart-shaped leaves and a hidden, bell-shaped flower at the base."
Piperales,Aristolochia clematitis,Birthwort," It has heart-shaped leaves and a yellow, tube-like flower.","A photograph of a Birthwort (Aristolochia clematitis): It has heart-shaped leaves and a yellow, tube-like flower."
Piperales,Aristolochia macrophylla,Dutchman's Pipe," This vine has large, heart-shaped leaves and a distinctive, pipe-shaped flower.","A photograph of a Dutchman's Pipe (Aristolochia macrophylla): This vine has large, heart-shaped leaves and a distinctive, pipe-shaped flower."
Piperales,Aristolochia californica,California Pipevine," This vine has heart-shaped leaves and a maroon, pipe-shaped flower.","A photograph of a California Pipevine (Aristolochia californica): This vine has heart-shaped leaves and a maroon, pipe-shaped flower."
Piperales,Saururus cernuus,Prairie Lizard's Tail," It has bright green leaves and a drooping, white flower spike.","A photograph of a Prairie Lizard's Tail (Saururus cernuus): It has bright green leaves and a drooping, white flower spike."
Piperales,Piper nigrum,Pepper Vine, This vine has heart-shaped leaves and a spike of white flowers that turn into black peppercorns.,A photograph of a Pepper Vine (Piper nigrum): This vine has heart-shaped leaves and a spike of white flowers that turn into black peppercorns.
Piperales,Piper methysticum,Kava," This shrub has heart-shaped leaves and a spike of tiny, greenish-yellow flowers.","A photograph of a Kava (Piper methysticum): This shrub has heart-shaped leaves and a spike of tiny, greenish-yellow flowers."
Piperales,Piper betle,Betel, This vine has heart-shaped leaves and a spike of white flowers that turn into green berries.,A photograph of a Betel (Piper betle): This vine has heart-shaped leaves and a spike of white flowers that turn into green berries.
Piperales,Piper cubeba,Cubeb, This vine has heart-shaped leaves and a spike of white flowers that turn into black berries.,A photograph of a Cubeb (Piper cubeba): This vine has heart-shaped leaves and a spike of white flowers that turn into black berries.
Piperales,Piper retrofractum,Java Long Pepper," This vine has heart-shaped leaves and a spike of white flowers that turn into elongated, red berries.","A photograph of a Java Long Pepper (Piper retrofractum): This vine has heart-shaped leaves and a spike of white flowers that turn into elongated, red berries."
Piperales,Aristolochia gigantea,Giant Pelican Flower," This vine has heart-shaped leaves and a large, maroon and white, pipe-shaped flower.","A photograph of a Giant Pelican Flower (Aristolochia gigantea): This vine has heart-shaped leaves and a large, maroon and white, pipe-shaped flower."
Piperales,Aristolochia indica,Indian Birthwort," This vine has heart-shaped leaves and a yellow, tube-like flower.","A photograph of a Indian Birthwort (Aristolochia indica): This vine has heart-shaped leaves and a yellow, tube-like flower."
Piperales,Aristolochia cordata,Heartleaf Birthwort," This vine has heart-shaped leaves and a maroon, heart-shaped flower.","A photograph of a Heartleaf Birthwort (Aristolochia cordata): This vine has heart-shaped leaves and a maroon, heart-shaped flower."
Piperales,Aristolochia serpentaria,Virginia Snakeroot," This plant has heart-shaped leaves and a hidden, brown, pipe-shaped flower.","A photograph of a Virginia Snakeroot (Aristolochia serpentaria): This plant has heart-shaped leaves and a hidden, brown, pipe-shaped flower."
Piperales,Aristolochia tomentosa,Woolly Dutchman's Pipe," This vine has large, heart-shaped leaves and a yellow and purple, pipe-shaped flower.","A photograph of a Woolly Dutchman's Pipe (Aristolochia tomentosa): This vine has large, heart-shaped leaves and a yellow and purple, pipe-shaped flower."
Poales,Phragmites australis,Common Reed," Tall, perennial grass with feathery plumes and long, narrow leaves.","A photograph of a Common Reed (Phragmites australis): Tall, perennial grass with feathery plumes and long, narrow leaves."
Poales,Zea mays,Maize," Known for its large ears with kernels, long broad leaves, and tall stalks.","A photograph of a Maize (Zea mays): Known for its large ears with kernels, long broad leaves, and tall stalks."
Poales,Triticum aestivum,Wheat," Characterized by its long, slender leaves, and large, golden grain heads.","A photograph of a Wheat (Triticum aestivum): Characterized by its long, slender leaves, and large, golden grain heads."
Poales,Oryza sativa,Rice," Short-stemmed plant with long, flat, pointed leaves and a dense head of grain.","A photograph of a Rice (Oryza sativa): Short-stemmed plant with long, flat, pointed leaves and a dense head of grain."
Poales,Bambusa vulgaris,Bamboo," Tall, woody, hollow stems with ringed nodes, and lance-shaped leaves.","A photograph of a Bamboo (Bambusa vulgaris): Tall, woody, hollow stems with ringed nodes, and lance-shaped leaves."
Poales,Saccharum officinarum,Sugarcane," Tall, stout, jointed stalks with a hard rind, and long, broad leaves.","A photograph of a Sugarcane (Saccharum officinarum): Tall, stout, jointed stalks with a hard rind, and long, broad leaves."
Poales,Hordeum vulgare,Barley," Noted for its erect stems, flat leaves, and long, dense, spike-like heads of grain.","A photograph of a Barley (Hordeum vulgare): Noted for its erect stems, flat leaves, and long, dense, spike-like heads of grain."
Poales,Avena sativa,Oats," Recognized by its loose, drooping clusters of grain and slender, flat leaves.","A photograph of a Oats (Avena sativa): Recognized by its loose, drooping clusters of grain and slender, flat leaves."
Poales,Secale cereale,Rye," Characterized by its long, slender leaves, and large, golden grain heads.","A photograph of a Rye (Secale cereale): Characterized by its long, slender leaves, and large, golden grain heads."
Poales,Sorghum bicolor,Sorghum," Tall plant with broad leaves and large, compact clusters of grain.","A photograph of a Sorghum (Sorghum bicolor): Tall plant with broad leaves and large, compact clusters of grain."
Poales,Panicum miliaceum,Millet," Short plant with broad leaves and large, compact clusters of grain.","A photograph of a Millet (Panicum miliaceum): Short plant with broad leaves and large, compact clusters of grain."
Poales,Panicum virgatum,Switchgrass," Tall, perennial grass with feathery plumes and long, narrow leaves.","A photograph of a Switchgrass (Panicum virgatum): Tall, perennial grass with feathery plumes and long, narrow leaves."
Poales,Phalaris canariensis,Canary Grass," Short, tufted grass with broad leaves and dense, oval-shaped seed heads.","A photograph of a Canary Grass (Phalaris canariensis): Short, tufted grass with broad leaves and dense, oval-shaped seed heads."
Poales,Cynodon dactylon,Bermuda Grass," Creeping grass with long, slender leaves and spike-like seed heads.","A photograph of a Bermuda Grass (Cynodon dactylon): Creeping grass with long, slender leaves and spike-like seed heads."
Poales,Bouteloua gracilis,Blue Grama," Short, tufted grass with narrow leaves and distinctive, comb-like seed heads.","A photograph of a Blue Grama (Bouteloua gracilis): Short, tufted grass with narrow leaves and distinctive, comb-like seed heads."
Poales,Phleum pratense,Timothy Grass," Tall, perennial grass with cylindrical, spike-like seed heads and flat leaves.","A photograph of a Timothy Grass (Phleum pratense): Tall, perennial grass with cylindrical, spike-like seed heads and flat leaves."
Poales,Festuca arundinacea,Fescue," Clump-forming grass with narrow leaves and loose, open clusters of seed heads.","A photograph of a Fescue (Festuca arundinacea): Clump-forming grass with narrow leaves and loose, open clusters of seed heads."
Poales,Lolium perenne,Ryegrass," Perennial grass with glossy, dark green leaves and spike-like seed heads.","A photograph of a Ryegrass (Lolium perenne): Perennial grass with glossy, dark green leaves and spike-like seed heads."
Poales,Agrostis stolonifera,Bentgrass," Creeping grass with fine, narrow leaves and loose, open clusters of seed heads.","A photograph of a Bentgrass (Agrostis stolonifera): Creeping grass with fine, narrow leaves and loose, open clusters of seed heads."
Poales,Bouteloua dactyloides,Buffalo Grass," Short, tufted grass with narrow leaves and spike-like seed heads.","A photograph of a Buffalo Grass (Bouteloua dactyloides): Short, tufted grass with narrow leaves and spike-like seed heads."
Proteales,Ranunculus asiaticus,Persian Buttercup," Brightly colored flowers with multiple layers of delicate, crepe paper-like petals.","A photograph of a Persian Buttercup (Ranunculus asiaticus): Brightly colored flowers with multiple layers of delicate, crepe paper-like petals."
Proteales,Lunaria annua,Silver Dollar Plant," Known for its round, flat, papery, silver-white seed pods.","A photograph of a Silver Dollar Plant (Lunaria annua): Known for its round, flat, papery, silver-white seed pods."
Proteales,Ranunculus flabellaris,Yellow Water Buttercup," Yellow flowers with five petals, floating on water surface.","A photograph of a Yellow Water Buttercup (Ranunculus flabellaris): Yellow flowers with five petals, floating on water surface."
Proteales,Ranunculus repens,Creeping Buttercup," Yellow flowers with glossy leaves, often found in damp areas.","A photograph of a Creeping Buttercup (Ranunculus repens): Yellow flowers with glossy leaves, often found in damp areas."
Proteales,Platanus orientalis,Celosia," Large, heart-shaped leaves with a rough texture, and bark that peels away in patches.","A photograph of a Celosia (Platanus orientalis): Large, heart-shaped leaves with a rough texture, and bark that peels away in patches."
Proteales,Populus nigra,Black Poplar," Dark, fissured bark and diamond-shaped leaves.","A photograph of a Black Poplar (Populus nigra): Dark, fissured bark and diamond-shaped leaves."
Proteales,Populus tremuloides,Quaking Aspen," Known for its smooth, white bark and round leaves that tremble in the wind.","A photograph of a Quaking Aspen (Populus tremuloides): Known for its smooth, white bark and round leaves that tremble in the wind."
Proteales,Populus balsamifera,Balsam Poplar," Dark green leaves with a silvery underside, and a sweet, balsamic fragrance.","A photograph of a Balsam Poplar (Populus balsamifera): Dark green leaves with a silvery underside, and a sweet, balsamic fragrance."
Proteales,Populus deltoides,Eastern Cottonwood," Large, triangular leaves and cotton-like seeds.","A photograph of a Eastern Cottonwood (Populus deltoides): Large, triangular leaves and cotton-like seeds."
Proteales,Populus heterophylla,Swamp Poplar," Glossy, dark green leaves with a lighter underside, often found in wetlands.","A photograph of a Swamp Poplar (Populus heterophylla): Glossy, dark green leaves with a lighter underside, often found in wetlands."
Proteales,Populus x canescens,Grey Poplar," Greyish bark and leaves with a white, downy underside.","A photograph of a Grey Poplar (Populus x canescens): Greyish bark and leaves with a white, downy underside."
Proteales,Ranunculus ficaria,Lesser Celandine," Bright yellow flowers with glossy, heart-shaped leaves.","A photograph of a Lesser Celandine (Ranunculus ficaria): Bright yellow flowers with glossy, heart-shaped leaves."
Proteales,Ranunculus lingua,Spearwort, Tall species with glossy leaves and bright yellow flowers.,A photograph of a Spearwort (Ranunculus lingua): Tall species with glossy leaves and bright yellow flowers.
Proteales,Ranunculus acris,Meadow Buttercup," Tall, hairy plant with deeply divided leaves and shiny yellow flowers.","A photograph of a Meadow Buttercup (Ranunculus acris): Tall, hairy plant with deeply divided leaves and shiny yellow flowers."
Proteales,Ranunculus parviflorus,Small-Flowered Buttercup," Small, pale yellow flowers with divided leaves.","A photograph of a Small-Flowered Buttercup (Ranunculus parviflorus): Small, pale yellow flowers with divided leaves."
Proteales,Ranunculus occidentalis,Western Buttercup," Bright yellow flowers with a glossy appearance, and lobed leaves.","A photograph of a Western Buttercup (Ranunculus occidentalis): Bright yellow flowers with a glossy appearance, and lobed leaves."
Proteales,Ranunculus adoneus,Alpine Buttercup," Bright yellow flowers with a glossy appearance, found in alpine regions.","A photograph of a Alpine Buttercup (Ranunculus adoneus): Bright yellow flowers with a glossy appearance, found in alpine regions."
Proteales,Ranunculus auricomus,Goldilocks Buttercup," Yellow flowers with uneven number of petals, and deeply divided leaves.","A photograph of a Goldilocks Buttercup (Ranunculus auricomus): Yellow flowers with uneven number of petals, and deeply divided leaves."
Proteales,Ranunculus bulbosus,Bulbous Buttercup," Yellow flowers with a green, bulbous base and divided leaves.","A photograph of a Bulbous Buttercup (Ranunculus bulbosus): Yellow flowers with a green, bulbous base and divided leaves."
Ranunculales,Ranunculus acris,Common Buttercup," Bright yellow flowers with five petals, green leaves are divided into three to five lobes.","A photograph of a Common Buttercup (Ranunculus acris): Bright yellow flowers with five petals, green leaves are divided into three to five lobes."
Ranunculales,Ficaria verna,Lesser Celandine," Glossy yellow flowers, heart-shaped dark green leaves, often with lighter patches.","A photograph of a Lesser Celandine (Ficaria verna): Glossy yellow flowers, heart-shaped dark green leaves, often with lighter patches."
Ranunculales,Aconitum napellus,Monkshood," Deep purple-blue flowers shaped like a monk's hood, deeply divided dark green leaves.","A photograph of a Monkshood (Aconitum napellus): Deep purple-blue flowers shaped like a monk's hood, deeply divided dark green leaves."
Ranunculales,Pulsatilla vulgaris,Pasque Flower," Purple bell-shaped flowers with a feathery center, finely divided leaves.","A photograph of a Pasque Flower (Pulsatilla vulgaris): Purple bell-shaped flowers with a feathery center, finely divided leaves."
Ranunculales,Clematis vitalba,Clematis," White flowers with four petals, leaves are pinnate with 5 leaflets.","A photograph of a Clematis (Clematis vitalba): White flowers with four petals, leaves are pinnate with 5 leaflets."
Ranunculales,Caltha palustris,Marsh Marigold," Bright yellow flowers with glossy leaves, grows in wet, marshy areas.","A photograph of a Marsh Marigold (Caltha palustris): Bright yellow flowers with glossy leaves, grows in wet, marshy areas."
Ranunculales,Delphinium elatum,Larkspur," Tall spikes of blue flowers, deeply lobed leaves.","A photograph of a Larkspur (Delphinium elatum): Tall spikes of blue flowers, deeply lobed leaves."
Ranunculales,Aquilegia vulgaris,Columbine," Unique flowers with long spurs, blue-green leaves are divided into round-lobed leaflets.","A photograph of a Columbine (Aquilegia vulgaris): Unique flowers with long spurs, blue-green leaves are divided into round-lobed leaflets."
Ranunculales,Anemone nemorosa,Anemone," White or pink flowers with a yellow center, deeply lobed leaves.","A photograph of a Anemone (Anemone nemorosa): White or pink flowers with a yellow center, deeply lobed leaves."
Ranunculales,Nigella damascena,Love-in-a-mist," Blue flowers surrounded by a ruff of lacy bracts, finely divided leaves.","A photograph of a Love-in-a-mist (Nigella damascena): Blue flowers surrounded by a ruff of lacy bracts, finely divided leaves."
Ranunculales,Hepatica nobilis,Hepatica," Early spring flowers in shades of blue, pink, or white, three-lobed leaves.","A photograph of a Hepatica (Hepatica nobilis): Early spring flowers in shades of blue, pink, or white, three-lobed leaves."
Ranunculales,Actaea racemosa,Black Cohosh," Tall spikes of white flowers, deeply cut leaves.","A photograph of a Black Cohosh (Actaea racemosa): Tall spikes of white flowers, deeply cut leaves."
Ranunculales,Actaea pachypoda,Baneberry," White flowers in a dense cluster, red or white berries, deeply cut leaves.","A photograph of a Baneberry (Actaea pachypoda): White flowers in a dense cluster, red or white berries, deeply cut leaves."
Ranunculales,Eranthis hyemalis,Winter Aconite," Bright yellow flowers, green ruffled collar of leaves.","A photograph of a Winter Aconite (Eranthis hyemalis): Bright yellow flowers, green ruffled collar of leaves."
Ranunculales,Anemone sylvestris,Snowdrop Anemone," White flowers with a yellow center, deeply lobed leaves.","A photograph of a Snowdrop Anemone (Anemone sylvestris): White flowers with a yellow center, deeply lobed leaves."
Ranunculales,Anemone blanda,Windflower," Blue, white or pink flowers, deeply lobed leaves.","A photograph of a Windflower (Anemone blanda): Blue, white or pink flowers, deeply lobed leaves."
Ranunculales,Helleborus niger,Christmas Rose," White or pink flowers in winter, dark green leaves divided into seven to nine leaflets.","A photograph of a Christmas Rose (Helleborus niger): White or pink flowers in winter, dark green leaves divided into seven to nine leaflets."
Ranunculales,Helleborus foetidus,Stinking Hellebore," Green bell-shaped flowers, dark green leaves divided into narrow segments.","A photograph of a Stinking Hellebore (Helleborus foetidus): Green bell-shaped flowers, dark green leaves divided into narrow segments."
Ranunculales,Trollius europaeus,Globe Flower," Bright yellow globe-shaped flowers, deeply divided leaves.","A photograph of a Globe Flower (Trollius europaeus): Bright yellow globe-shaped flowers, deeply divided leaves."
Ranunculales,Thalictrum flavum,Meadow Rue," Yellow flowers with a fluffy appearance, blue-green leaves are finely divided.","A photograph of a Meadow Rue (Thalictrum flavum): Yellow flowers with a fluffy appearance, blue-green leaves are finely divided."
Rosales,Rosa canina,Dog Rose, A deciduous shrub with pinnate leaves and pink or white flowers with a yellow center.,A photograph of a Dog Rose (Rosa canina): A deciduous shrub with pinnate leaves and pink or white flowers with a yellow center.
Rosales,Rubus fruticosus,Blackberry," Thorny plant with compound leaves and clusters of white or pink flowers, followed by black berries.","A photograph of a Blackberry (Rubus fruticosus): Thorny plant with compound leaves and clusters of white or pink flowers, followed by black berries."
Rosales,Malus domestica,Apple," Tree with broad, ovate leaves and white to pink flowers, producing round, red, yellow or green fruits.","A photograph of a Apple (Malus domestica): Tree with broad, ovate leaves and white to pink flowers, producing round, red, yellow or green fruits."
Rosales,Fragaria × ananassa,Strawberry," Low-growing plant with trifoliate leaves and white flowers, producing red, conical fruits.","A photograph of a Strawberry (Fragaria × ananassa): Low-growing plant with trifoliate leaves and white flowers, producing red, conical fruits."
Rosales,Ulmus minor,Elm," Deciduous tree with asymmetric, serrated leaves and inconspicuous flowers, followed by flat, round seeds.","A photograph of a Elm (Ulmus minor): Deciduous tree with asymmetric, serrated leaves and inconspicuous flowers, followed by flat, round seeds."
Rosales,Crataegus monogyna,Hawthorn," Shrub or small tree with lobed leaves, white or pink flowers in clusters, and red berries.","A photograph of a Hawthorn (Crataegus monogyna): Shrub or small tree with lobed leaves, white or pink flowers in clusters, and red berries."
Rosales,Pyrus communis,Pear," Tree with ovate, pointed leaves and white flowers, producing elongated, green or yellow fruits.","A photograph of a Pear (Pyrus communis): Tree with ovate, pointed leaves and white flowers, producing elongated, green or yellow fruits."
Rosales,Rubus idaeus,Raspberry," Thorny shrub with pinnate leaves, white flowers, and red, segmented berries.","A photograph of a Raspberry (Rubus idaeus): Thorny shrub with pinnate leaves, white flowers, and red, segmented berries."
Rosales,Prunus avium,Cherry," Tree with serrated, ovate leaves, white flowers in clusters, and round, red fruits.","A photograph of a Cherry (Prunus avium): Tree with serrated, ovate leaves, white flowers in clusters, and round, red fruits."
Rosales,Prunus persica,Peach," Tree with lanceolate, serrated leaves, pink flowers, and round, fuzzy, orange fruits.","A photograph of a Peach (Prunus persica): Tree with lanceolate, serrated leaves, pink flowers, and round, fuzzy, orange fruits."
Rosales,Prunus domestica,Plum," Tree with ovate, serrated leaves, white flowers, and round, purple fruits.","A photograph of a Plum (Prunus domestica): Tree with ovate, serrated leaves, white flowers, and round, purple fruits."
Rosales,Prunus dulcis,Almond," Tree with lanceolate, serrated leaves, white or pink flowers, and hard, oval fruits.","A photograph of a Almond (Prunus dulcis): Tree with lanceolate, serrated leaves, white or pink flowers, and hard, oval fruits."
Rosales,Pyracantha coccinea,Firethorn," Evergreen shrub with spiny branches, small white flowers in clusters, and bright red berries.","A photograph of a Firethorn (Pyracantha coccinea): Evergreen shrub with spiny branches, small white flowers in clusters, and bright red berries."
Rosales,Sorbus aucuparia,Rowan," Tree with pinnate leaves, clusters of white flowers, and bright red berries.","A photograph of a Rowan (Sorbus aucuparia): Tree with pinnate leaves, clusters of white flowers, and bright red berries."
Rosales,Prunus spinosa,Blackthorn," Thorny shrub with small, serrated leaves, white flowers, and dark blue fruits.","A photograph of a Blackthorn (Prunus spinosa): Thorny shrub with small, serrated leaves, white flowers, and dark blue fruits."
Rosales,Sorbus aria,Whitebeam," Tree with lobed, white-haired leaves, clusters of white flowers, and red berries.","A photograph of a Whitebeam (Sorbus aria): Tree with lobed, white-haired leaves, clusters of white flowers, and red berries."
Rosales,Sorbus torminalis,Wild Service Tree," Tree with lobed leaves, clusters of white flowers, and brown, speckled fruits.","A photograph of a Wild Service Tree (Sorbus torminalis): Tree with lobed leaves, clusters of white flowers, and brown, speckled fruits."
Rosales,Cotoneaster integerrimus,Cotoneaster," Shrub with small, ovate leaves, pink or white flowers, and red or orange berries.","A photograph of a Cotoneaster (Cotoneaster integerrimus): Shrub with small, ovate leaves, pink or white flowers, and red or orange berries."
Rosales,Sorbus americana,Mountain Ash," Tree with pinnate leaves, clusters of white flowers, and bright red berries.","A photograph of a Mountain Ash (Sorbus americana): Tree with pinnate leaves, clusters of white flowers, and bright red berries."
Rosales,Cydonia oblonga,Quince," Shrub with broad, ovate leaves, pink flowers, and large, yellow, pear-shaped fruits.","A photograph of a Quince (Cydonia oblonga): Shrub with broad, ovate leaves, pink flowers, and large, yellow, pear-shaped fruits."
Santalales,Phoradendron leucarpum,American Mistletoe," Small green leaves, white berries, parasitic on trees.","A photograph of a American Mistletoe (Phoradendron leucarpum): Small green leaves, white berries, parasitic on trees."
Santalales,Viscum album,European Mistletoe," Yellowish-green, smooth, elliptical leaves, white berries.","A photograph of a European Mistletoe (Viscum album): Yellowish-green, smooth, elliptical leaves, white berries."
Santalales,Santalum acuminatum,Quandong," Bright red fruit, glossy green leaves, parasitic roots.","A photograph of a Quandong (Santalum acuminatum): Bright red fruit, glossy green leaves, parasitic roots."
Santalales,Amyema miquelii,Leafless Mistletoe," Reddish stems, small yellow flowers, parasitic on eucalyptus.","A photograph of a Leafless Mistletoe (Amyema miquelii): Reddish stems, small yellow flowers, parasitic on eucalyptus."
Santalales,Viscum cruciatum,Christmas Mistletoe," Small, oval leaves, yellow flowers, red berries.","A photograph of a Christmas Mistletoe (Viscum cruciatum): Small, oval leaves, yellow flowers, red berries."
Santalales,Arceuthobium americanum,Dwarf Mistletoe," Tiny scale-like leaves, yellow flowers, parasitic on conifers.","A photograph of a Dwarf Mistletoe (Arceuthobium americanum): Tiny scale-like leaves, yellow flowers, parasitic on conifers."
Santalales,Lysiana exocarpi,Harlequin Mistletoe," Reddish stems, yellow flowers, parasitic on acacia.","A photograph of a Harlequin Mistletoe (Lysiana exocarpi): Reddish stems, yellow flowers, parasitic on acacia."
Santalales,Santalum album,Indian Sandalwood," Small, leathery leaves, purple-blue fruits, fragrant wood.","A photograph of a Indian Sandalwood (Santalum album): Small, leathery leaves, purple-blue fruits, fragrant wood."
Santalales,Santalum oblongatum,Sweet Quandong," Oblong leaves, bright red fruit, parasitic roots.","A photograph of a Sweet Quandong (Santalum oblongatum): Oblong leaves, bright red fruit, parasitic roots."
Santalales,Viscum tenue,Sticky Mistletoe," Thin, sticky leaves, yellow flowers, white berries.","A photograph of a Sticky Mistletoe (Viscum tenue): Thin, sticky leaves, yellow flowers, white berries."
Santalales,Santalum lanceolatum,Desert Quandong," Lance-shaped leaves, red fruit, parasitic roots.","A photograph of a Desert Quandong (Santalum lanceolatum): Lance-shaped leaves, red fruit, parasitic roots."
Santalales,Viscum album ss,Alpine Mistletoe," Green, smooth leaves, white berries, parasitic on firs.","A photograph of a Alpine Mistletoe (Viscum album ss): Green, smooth leaves, white berries, parasitic on firs."
Santalales,Santalum spicatum,Fragrant Sandalwood," Small, leathery leaves, red fruit, fragrant wood.","A photograph of a Fragrant Sandalwood (Santalum spicatum): Small, leathery leaves, red fruit, fragrant wood."
Santalales,Amyema miquelii,Box Mistletoe," Reddish stems, yellow flowers, parasitic on box trees.","A photograph of a Box Mistletoe (Amyema miquelii): Reddish stems, yellow flowers, parasitic on box trees."
Santalales,Nuytsia floribunda,Western Australian Christmas Tree," Bright orange flowers, green leaves, parasitic roots.","A photograph of a Western Australian Christmas Tree (Nuytsia floribunda): Bright orange flowers, green leaves, parasitic roots."
Santalales,Santalum lanceolatum,Dwarf Sandalwood," Small, leathery leaves, red fruit, parasitic roots.","A photograph of a Dwarf Sandalwood (Santalum lanceolatum): Small, leathery leaves, red fruit, parasitic roots."
Santalales,Santalum cunninghamii,New Zealand Sandalwood," Small, leathery leaves, purple-blue fruits, fragrant wood.","A photograph of a New Zealand Sandalwood (Santalum cunninghamii): Small, leathery leaves, purple-blue fruits, fragrant wood."
Santalales,Santalum murrayanum,Bitter Quandong," Bitter red fruit, glossy green leaves, parasitic roots.","A photograph of a Bitter Quandong (Santalum murrayanum): Bitter red fruit, glossy green leaves, parasitic roots."
Santalales,Viscum album ss,Snow Mistletoe," Green, smooth leaves, white berries, parasitic on deciduous trees.","A photograph of a Snow Mistletoe (Viscum album ss): Green, smooth leaves, white berries, parasitic on deciduous trees."
Sapindales,Acer negundo,Boxelder, Medium-sized tree with compound leaves and winged seeds.,A photograph of a Boxelder (Acer negundo): Medium-sized tree with compound leaves and winged seeds.
Sapindales,Acer saccharum,Sugar Maple, Large tree with lobed leaves that turn bright colors in fall.,A photograph of a Sugar Maple (Acer saccharum): Large tree with lobed leaves that turn bright colors in fall.
Sapindales,Aesculus flava,Yellow Buckeye," Tree with palmate leaves and large, round seeds.","A photograph of a Yellow Buckeye (Aesculus flava): Tree with palmate leaves and large, round seeds."
Sapindales,Aesculus hippocastanum,Horse Chestnut, Large tree with palmate leaves and spiky seed pods.,A photograph of a Horse Chestnut (Aesculus hippocastanum): Large tree with palmate leaves and spiky seed pods.
Sapindales,Populus grandidentata,Bigtooth Aspen," Tree with round, serrated leaves and white bark.","A photograph of a Bigtooth Aspen (Populus grandidentata): Tree with round, serrated leaves and white bark."
Sapindales,Fraxinus angustifolia,Narrowleaf Ash, Tree with pinnate leaves and winged seeds.,A photograph of a Narrowleaf Ash (Fraxinus angustifolia): Tree with pinnate leaves and winged seeds.
Sapindales,Fraxinus americana,White Ash, Large tree with pinnate leaves and winged seeds.,A photograph of a White Ash (Fraxinus americana): Large tree with pinnate leaves and winged seeds.
Sapindales,Fraxinus excelsior,European Ash, Large tree with pinnate leaves and black buds.,A photograph of a European Ash (Fraxinus excelsior): Large tree with pinnate leaves and black buds.
Sapindales,Citrus limon,Lemon," Small tree with glossy leaves, white flowers, and yellow fruit.","A photograph of a Lemon (Citrus limon): Small tree with glossy leaves, white flowers, and yellow fruit."
Sapindales,Citrus sinensis,Orange," Small tree with glossy leaves, white flowers, and orange fruit.","A photograph of a Orange (Citrus sinensis): Small tree with glossy leaves, white flowers, and orange fruit."
